,,is_producer
Senegal,"Fish, Seafood",True
Senegal,Fodder crops,False
Senegal,"Fruits, Other",True
Senegal,Goats,True
Senegal,Grapefruit and products,False
Senegal,Grapes and products (excl wine),False
Senegal,Grazing,True
Senegal,Groundnut Cake,True
Senegal,Groundnut Oil,True
Senegal,Groundnuts,True
Senegal,"Hard Fibres, Other",False
Senegal,Hides and skins,True
Senegal,Honey,True
Senegal,Hops,False
Senegal,Horses,True
Senegal,Jute,False
Senegal,Jute-Like Fibres,False
Senegal,"Lemons, Limes and products",False
Senegal,Maize Germ Oil,False
Senegal,Maize and products,True
Senegal,"Meat, Other",True
Senegal,Milk - Excluding Butter,True
Senegal,Millet and products,True
Senegal,Mules,False
Senegal,Mutton & Goat Meat,True
Senegal,Nuts and products,True
Senegal,Oats,False
Senegal,"Offals, Edible",True
Senegal,"Oil, palm fruit",True
Senegal,"Oilcrops Oil, Other",False
Senegal,"Oilcrops, Other",True
Senegal,"Oilseed Cakes, Other",False
Senegal,Olive Oil,False
Senegal,Olives (including preserved),False
Senegal,Onions,True
Senegal,"Oranges, Mandarines",True
Senegal,Palm Oil,True
Senegal,Palm kernels,True
Senegal,Palmkernel Cake,True
Senegal,Palmkernel Oil,True
Senegal,Peas,False
Senegal,Pepper,False
Senegal,Pigmeat,True
Senegal,Pigs,True
Senegal,Pimento,True
Senegal,Pineapples and products,False
Senegal,Plantains,False
Senegal,Potatoes and products,True
Senegal,Poultry Birds,True
Senegal,Poultry Meat,True
Senegal,"Pulses, Other and products",True
Senegal,Rabbits and hares,False
Senegal,Rape and Mustard Cake,False
Senegal,Rape and Mustard Oil,False
Senegal,Rape and Mustardseed,False
Senegal,Rice and products,True
Senegal,Ricebran Oil,False
Senegal,"Rodents, other",False
Senegal,"Roots, Other",False
Senegal,Rubber,False
Senegal,Rye and products,False
Senegal,Seed cotton,True
Senegal,Sesame seed,True
Senegal,Sesameseed Cake,False
Senegal,Sesameseed Oil,False
Senegal,Sheep,True
Senegal,Silk,False
Senegal,Sisal,False
Senegal,"Soft-Fibres, Other",False
Senegal,Sorghum and products,True
Senegal,Soyabean Cake,False
Senegal,Soyabean Oil,False
Senegal,Soyabeans,False
Senegal,"Spices, Other",False
Senegal,Sugar (Raw Equivalent),True
Senegal,Sugar beet,False
Senegal,Sugar cane,True
Senegal,Sugar non-centrifugal,False
Senegal,Sunflower seed,False
Senegal,Sunflowerseed Cake,False
Senegal,Sunflowerseed Oil,False
Senegal,Sweet potatoes,True
Senegal,"Sweeteners, Other",True
Senegal,Tea (including mate),False
Senegal,Tobacco,False
Senegal,Tomatoes and products,True
Senegal,"Vegetables, Other",True
Senegal,Wheat and products,False
Senegal,Wine,False
Senegal,Wool (Clean Eq.),False
Senegal,Yams,True
Serbia,Abaca,False
Serbia,"Alcohol, Non-Food",True
Serbia,Apples and products,True
Serbia,Asses,False
Serbia,Bananas,False
Serbia,Barley and products,True
Serbia,Beans,True
Serbia,Beer,True
Serbia,"Beverages, Alcoholic",True
Serbia,"Beverages, Fermented",True
Serbia,Bovine Meat,True
Serbia,Buffaloes,False
Serbia,"Butter, Ghee",True
Serbia,"Camelids, other",False
Serbia,Camels,False
Serbia,Cassava and products,False
Serbia,Cattle,True
Serbia,"Cereals, Other",True
Serbia,"Citrus, Other",True
Serbia,Cloves,False
Serbia,Cocoa Beans and products,False
Serbia,Coconut Oil,False
Serbia,Coconuts - Incl Copra,False
Serbia,Coffee and products,False
Serbia,Copra Cake,False
Serbia,Cotton lint,False
Serbia,Cottonseed,False
Serbia,Cottonseed Cake,False
Serbia,Cottonseed Oil,False
Serbia,Dates,False
Serbia,Eggs,True
Serbia,"Fats, Animals, Raw",True
Serbia,"Fish, Seafood",True
Serbia,Fodder crops,True
Serbia,"Fruits, Other",True
Serbia,Goats,True
Serbia,Grapefruit and products,False
Serbia,Grapes and products (excl wine),True
Serbia,Grazing,True
Serbia,Groundnut Cake,False
Serbia,Groundnut Oil,False
Serbia,Groundnuts,False
Serbia,"Hard Fibres, Other",False
Serbia,Hides and skins,True
Serbia,Honey,True
Serbia,Hops,True
Serbia,Horses,True
Serbia,Jute,False
Serbia,Jute-Like Fibres,False
Serbia,"Lemons, Limes and products",False
Serbia,Maize Germ Oil,True
Serbia,Maize and products,True
Serbia,"Meat, Other",True
Serbia,Milk - Excluding Butter,True
Serbia,Millet and products,True
Serbia,Mules,False
Serbia,Mutton & Goat Meat,True
Serbia,Nuts and products,True
Serbia,Oats,True
Serbia,"Offals, Edible",True
Serbia,"Oil, palm fruit",False
Serbia,"Oilcrops Oil, Other",True
Serbia,"Oilcrops, Other",True
Serbia,"Oilseed Cakes, Other",False
Serbia,Olive Oil,False
Serbia,Olives (including preserved),False
Serbia,Onions,True
Serbia,"Oranges, Mandarines",False
Serbia,Palm Oil,False
Serbia,Palm kernels,False
Serbia,Palmkernel Cake,False
Serbia,Palmkernel Oil,False
Serbia,Peas,False
Serbia,Pepper,False
Serbia,Pigmeat,True
Serbia,Pigs,True
Serbia,Pimento,True
Serbia,Pineapples and products,False
Serbia,Plantains,False
Serbia,Potatoes and products,True
Serbia,Poultry Birds,True
Serbia,Poultry Meat,True
Serbia,"Pulses, Other and products",True
Serbia,Rabbits and hares,False
Serbia,Rape and Mustard Cake,True
Serbia,Rape and Mustard Oil,True
Serbia,Rape and Mustardseed,True
Serbia,Rice and products,False
Serbia,Ricebran Oil,False
Serbia,"Rodents, other",False
Serbia,"Roots, Other",True
Serbia,Rubber,False
Serbia,Rye and products,True
Serbia,Seed cotton,False
Serbia,Sesame seed,False
Serbia,Sesameseed Cake,False
Serbia,Sesameseed Oil,False
Serbia,Sheep,True
Serbia,Silk,False
Serbia,Sisal,False
Serbia,"Soft-Fibres, Other",False
Serbia,Sorghum and products,True
Serbia,Soyabean Cake,True
Serbia,Soyabean Oil,True
Serbia,Soyabeans,True
Serbia,"Spices, Other",True
Serbia,Sugar (Raw Equivalent),True
Serbia,Sugar beet,True
Serbia,Sugar cane,False
Serbia,Sugar non-centrifugal,False
Serbia,Sunflower seed,True
Serbia,Sunflowerseed Cake,True
Serbia,Sunflowerseed Oil,True
Serbia,Sweet potatoes,False
Serbia,"Sweeteners, Other",True
Serbia,Tea (including mate),False
Serbia,Tobacco,True
Serbia,Tomatoes and products,True
Serbia,"Vegetables, Other",True
Serbia,Wheat and products,True
Serbia,Wine,True
Serbia,Wool (Clean Eq.),True
Serbia,Yams,False
Serbia and Montenegro,Abaca,False
Serbia and Montenegro,"Alcohol, Non-Food",False
Serbia and Montenegro,Apples and products,False
Serbia and Montenegro,Asses,False
Serbia and Montenegro,Bananas,False
Serbia and Montenegro,Barley and products,False
Serbia and Montenegro,Beans,False
Serbia and Montenegro,Beer,False
Serbia and Montenegro,"Beverages, Alcoholic",False
Serbia and Montenegro,"Beverages, Fermented",False
Serbia and Montenegro,Bovine Meat,False
Serbia and Montenegro,Buffaloes,False
Serbia and Montenegro,"Butter, Ghee",False
Serbia and Montenegro,"Camelids, other",False
Serbia and Montenegro,Camels,False
Serbia and Montenegro,Cassava and products,False
Serbia and Montenegro,Cattle,False
Serbia and Montenegro,"Cereals, Other",False
Serbia and Montenegro,"Citrus, Other",False
Serbia and Montenegro,Cloves,False
Serbia and Montenegro,Cocoa Beans and products,False
Serbia and Montenegro,Coconut Oil,False
Serbia and Montenegro,Coconuts - Incl Copra,False
Serbia and Montenegro,Coffee and products,False
Serbia and Montenegro,Copra Cake,False
Serbia and Montenegro,Cotton lint,False
Serbia and Montenegro,Cottonseed,False
Serbia and Montenegro,Cottonseed Cake,False
Serbia and Montenegro,Cottonseed Oil,False
Serbia and Montenegro,Dates,False
Serbia and Montenegro,Eggs,False
Serbia and Montenegro,"Fats, Animals, Raw",False
Serbia and Montenegro,"Fish, Seafood",False
Serbia and Montenegro,Fodder crops,False
Serbia and Montenegro,"Fruits, Other",False
Serbia and Montenegro,Goats,False
Serbia and Montenegro,Grapefruit and products,False
Serbia and Montenegro,Grapes and products (excl wine),False
Serbia and Montenegro,Grazing,False
Serbia and Montenegro,Groundnut Cake,False
Serbia and Montenegro,Groundnut Oil,False
Serbia and Montenegro,Groundnuts,False
Serbia and Montenegro,"Hard Fibres, Other",False
Serbia and Montenegro,Hides and skins,False
Serbia and Montenegro,Honey,False
Serbia and Montenegro,Hops,False
Serbia and Montenegro,Horses,False
Serbia and Montenegro,Jute,False
Serbia and Montenegro,Jute-Like Fibres,False
Serbia and Montenegro,"Lemons, Limes and products",False
Serbia and Montenegro,Maize Germ Oil,False
Serbia and Montenegro,Maize and products,False
Serbia and Montenegro,"Meat, Other",False
Serbia and Montenegro,Milk - Excluding Butter,False
Serbia and Montenegro,Millet and products,False
Serbia and Montenegro,Mules,False
Serbia and Montenegro,Mutton & Goat Meat,False
Serbia and Montenegro,Nuts and products,False
Serbia and Montenegro,Oats,False
Serbia and Montenegro,"Offals, Edible",False
Serbia and Montenegro,"Oil, palm fruit",False
Serbia and Montenegro,"Oilcrops Oil, Other",False
Serbia and Montenegro,"Oilcrops, Other",False
Serbia and Montenegro,"Oilseed Cakes, Other",False
Serbia and Montenegro,Olive Oil,False
Serbia and Montenegro,Olives (including preserved),False
Serbia and Montenegro,Onions,False
Serbia and Montenegro,"Oranges, Mandarines",False
Serbia and Montenegro,Palm Oil,False
Serbia and Montenegro,Palm kernels,False
Serbia and Montenegro,Palmkernel Cake,False
Serbia and Montenegro,Palmkernel Oil,False
Serbia and Montenegro,Peas,False
Serbia and Montenegro,Pepper,False
Serbia and Montenegro,Pigmeat,False
Serbia and Montenegro,Pigs,False
Serbia and Montenegro,Pimento,False
Serbia and Montenegro,Pineapples and products,False
Serbia and Montenegro,Plantains,False
Serbia and Montenegro,Potatoes and products,False
Serbia and Montenegro,Poultry Birds,False
Serbia and Montenegro,Poultry Meat,False
Serbia and Montenegro,"Pulses, Other and products",False
Serbia and Montenegro,Rabbits and hares,False
Serbia and Montenegro,Rape and Mustard Cake,False
Serbia and Montenegro,Rape and Mustard Oil,False
Serbia and Montenegro,Rape and Mustardseed,False
Serbia and Montenegro,Rice and products,False
Serbia and Montenegro,Ricebran Oil,False
Serbia and Montenegro,"Rodents, other",False
Serbia and Montenegro,"Roots, Other",False
Serbia and Montenegro,Rubber,False
Serbia and Montenegro,Rye and products,False
Serbia and Montenegro,Seed cotton,False
Serbia and Montenegro,Sesame seed,False
Serbia and Montenegro,Sesameseed Cake,False
Serbia and Montenegro,Sesameseed Oil,False
Serbia and Montenegro,Sheep,False
Serbia and Montenegro,Silk,False
Serbia and Montenegro,Sisal,False
Serbia and Montenegro,"Soft-Fibres, Other",False
Serbia and Montenegro,Sorghum and products,False
Serbia and Montenegro,Soyabean Cake,False
Serbia and Montenegro,Soyabean Oil,False
Serbia and Montenegro,Soyabeans,False
Serbia and Montenegro,"Spices, Other",False
Serbia and Montenegro,Sugar (Raw Equivalent),False
Serbia and Montenegro,Sugar beet,False
Serbia and Montenegro,Sugar cane,False
Serbia and Montenegro,Sugar non-centrifugal,False
Serbia and Montenegro,Sunflower seed,False
Serbia and Montenegro,Sunflowerseed Cake,False
Serbia and Montenegro,Sunflowerseed Oil,False
Serbia and Montenegro,Sweet potatoes,False
Serbia and Montenegro,"Sweeteners, Other",False
Serbia and Montenegro,Tea (including mate),False
Serbia and Montenegro,Tobacco,False
Serbia and Montenegro,Tomatoes and products,False
Serbia and Montenegro,"Vegetables, Other",False
Serbia and Montenegro,Wheat and products,False
Serbia and Montenegro,Wine,False
Serbia and Montenegro,Wool (Clean Eq.),False
Serbia and Montenegro,Yams,False
Sierra Leone,Abaca,False
Sierra Leone,"Alcohol, Non-Food",False
Sierra Leone,Apples and products,False
Sierra Leone,Asses,False
Sierra Leone,Bananas,False
Sierra Leone,Barley and products,False
Sierra Leone,Beans,False
Sierra Leone,Beer,True
Sierra Leone,"Beverages, Alcoholic",False
Sierra Leone,"Beverages, Fermented",False
Sierra Leone,Bovine Meat,True
Sierra Leone,Buffaloes,False
Sierra Leone,"Butter, Ghee",False
Sierra Leone,"Camelids, other",False
Sierra Leone,Camels,False
Sierra Leone,Cassava and products,True
Sierra Leone,Cattle,False
Sierra Leone,"Cereals, Other",True
Sierra Leone,"Citrus, Other",True
Sierra Leone,Cloves,False
Sierra Leone,Cocoa Beans and products,True
Sierra Leone,Coconut Oil,False
Sierra Leone,Coconuts - Incl Copra,True
Sierra Leone,Coffee and products,True
Sierra Leone,Copra Cake,False
Sierra Leone,Cotton lint,False
Sierra Leone,Cottonseed,False
Sierra Leone,Cottonseed Cake,False
Sierra Leone,Cottonseed Oil,False
Sierra Leone,Dates,False
Sierra Leone,Eggs,True
Sierra Leone,"Fats, Animals, Raw",True
Sierra Leone,"Fish, Seafood",True
Sierra Leone,Fodder crops,False
Sierra Leone,"Fruits, Other",True
Sierra Leone,Goats,True
Sierra Leone,Grapefruit and products,False
Sierra Leone,Grapes and products (excl wine),False
Sierra Leone,Grazing,True
Sierra Leone,Groundnut Cake,True
Sierra Leone,Groundnut Oil,True
Sierra Leone,Groundnuts,True
Sierra Leone,"Hard Fibres, Other",True
Sierra Leone,Hides and skins,True
Sierra Leone,Honey,True
Sierra Leone,Hops,False
Sierra Leone,Horses,False
Sierra Leone,Jute,False
Sierra Leone,Jute-Like Fibres,False
Sierra Leone,"Lemons, Limes and products",False
Sierra Leone,Maize Germ Oil,False
Sierra Leone,Maize and products,True
Sierra Leone,"Meat, Other",True
Sierra Leone,Milk - Excluding Butter,True
Sierra Leone,Millet and products,True
Sierra Leone,Mules,False
Sierra Leone,Mutton & Goat Meat,True
Sierra Leone,Nuts and products,True
Sierra Leone,Oats,False
Sierra Leone,"Offals, Edible",True
Sierra Leone,"Oil, palm fruit",True
Sierra Leone,"Oilcrops Oil, Other",False
Sierra Leone,"Oilcrops, Other",False
Sierra Leone,"Oilseed Cakes, Other",False
Sierra Leone,Olive Oil,False
Sierra Leone,Olives (including preserved),False
Sierra Leone,Onions,False
Sierra Leone,"Oranges, Mandarines",False
Sierra Leone,Palm Oil,True
Sierra Leone,Palm kernels,True
Sierra Leone,Palmkernel Cake,True
Sierra Leone,Palmkernel Oil,True
Sierra Leone,Peas,True
Sierra Leone,Pepper,False
Sierra Leone,Pigmeat,True
Sierra Leone,Pigs,True
Sierra Leone,Pimento,True
Sierra Leone,Pineapples and products,False
Sierra Leone,Plantains,True
Sierra Leone,Potatoes and products,False
Sierra Leone,Poultry Birds,True
Sierra Leone,Poultry Meat,True
Sierra Leone,"Pulses, Other and products",True
Sierra Leone,Rabbits and hares,True
Sierra Leone,Rape and Mustard Cake,False
Sierra Leone,Rape and Mustard Oil,False
Sierra Leone,Rape and Mustardseed,False
Sierra Leone,Rice and products,True
Sierra Leone,Ricebran Oil,False
Sierra Leone,"Rodents, other",False
Sierra Leone,"Roots, Other",True
Sierra Leone,Rubber,False
Sierra Leone,Rye and products,False
Sierra Leone,Seed cotton,False
Sierra Leone,Sesame seed,True
Sierra Leone,Sesameseed Cake,False
Sierra Leone,Sesameseed Oil,False
Sierra Leone,Sheep,True
Sierra Leone,Silk,False
Sierra Leone,Sisal,False
Sierra Leone,"Soft-Fibres, Other",False
Sierra Leone,Sorghum and products,True
Sierra Leone,Soyabean Cake,False
Sierra Leone,Soyabean Oil,False
Sierra Leone,Soyabeans,False
Sierra Leone,"Spices, Other",True
Sierra Leone,Sugar (Raw Equivalent),True
Sierra Leone,Sugar beet,False
Sierra Leone,Sugar cane,True
Sierra Leone,Sugar non-centrifugal,False
Sierra Leone,Sunflower seed,False
Sierra Leone,Sunflowerseed Cake,False
Sierra Leone,Sunflowerseed Oil,False
Sierra Leone,Sweet potatoes,True
Sierra Leone,"Sweeteners, Other",True
Sierra Leone,Tea (including mate),False
Sierra Leone,Tobacco,True
Sierra Leone,Tomatoes and products,True
Sierra Leone,"Vegetables, Other",True
Sierra Leone,Wheat and products,False
Sierra Leone,Wine,False
Sierra Leone,Wool (Clean Eq.),False
Sierra Leone,Yams,False
Singapore,Abaca,False
Singapore,"Alcohol, Non-Food",False
Singapore,Apples and products,False
Singapore,Asses,False
Singapore,Bananas,False
Singapore,Barley and products,False
Singapore,Beans,False
Singapore,Beer,True
Singapore,"Beverages, Alcoholic",False
Singapore,"Beverages, Fermented",False
Singapore,Bovine Meat,True
Singapore,Buffaloes,False
Singapore,"Butter, Ghee",False
Singapore,"Camelids, other",False
Singapore,Camels,False
Singapore,Cassava and products,False
Singapore,Cattle,True
Singapore,"Cereals, Other",False
Singapore,"Citrus, Other",False
Singapore,Cloves,False
Singapore,Cocoa Beans and products,False
Singapore,Coconut Oil,False
Singapore,Coconuts - Incl Copra,True
Singapore,Coffee and products,False
Singapore,Copra Cake,False
Singapore,Cotton lint,False
Singapore,Cottonseed,False
Singapore,Cottonseed Cake,False
Singapore,Cottonseed Oil,False
Singapore,Dates,False
Singapore,Eggs,False
Singapore,"Fats, Animals, Raw",False
Singapore,"Fish, Seafood",False
Singapore,Fodder crops,False
Singapore,"Fruits, Other",True
Singapore,Goats,True
Singapore,Grapefruit and products,False
Singapore,Grapes and products (excl wine),False
Singapore,Grazing,True
Singapore,Groundnut Cake,False
Singapore,Groundnut Oil,True
Singapore,Groundnuts,False
Singapore,"Hard Fibres, Other",False
Singapore,Hides and skins,True
Singapore,Honey,False
Singapore,Hops,False
Singapore,Horses,True
Singapore,Jute,False
Singapore,Jute-Like Fibres,False
Singapore,"Lemons, Limes and products",False
Singapore,Maize Germ Oil,True
Singapore,Maize and products,False
Singapore,"Meat, Other",False
Singapore,Milk - Excluding Butter,False
Singapore,Millet and products,False
Singapore,Mules,False
Singapore,Mutton & Goat Meat,True
Singapore,Nuts and products,False
Singapore,Oats,False
Singapore,"Offals, Edible",False
Singapore,"Oil, palm fruit",False
Singapore,"Oilcrops Oil, Other",False
Singapore,"Oilcrops, Other",False
Singapore,"Oilseed Cakes, Other",False
Singapore,Olive Oil,False
Singapore,Olives (including preserved),False
Singapore,Onions,False
Singapore,"Oranges, Mandarines",False
Singapore,Palm Oil,False
Singapore,Palm kernels,False
Singapore,Palmkernel Cake,False
Singapore,Palmkernel Oil,False
Singapore,Peas,False
Singapore,Pepper,False
Singapore,Pigmeat,True
Singapore,Pigs,False
Singapore,Pimento,False
Singapore,Pineapples and products,False
Singapore,Plantains,False
Singapore,Potatoes and products,False
Singapore,Poultry Birds,False
Singapore,Poultry Meat,True
Singapore,"Pulses, Other and products",False
Singapore,Rabbits and hares,False
Singapore,Rape and Mustard Cake,False
Singapore,Rape and Mustard Oil,False
Singapore,Rape and Mustardseed,False
Singapore,Rice and products,False
Singapore,Ricebran Oil,False
Singapore,"Rodents, other",False
Singapore,"Roots, Other",True
Singapore,Rubber,False
Singapore,Rye and products,False
Singapore,Seed cotton,False
Singapore,Sesame seed,False
Singapore,Sesameseed Cake,False
Singapore,Sesameseed Oil,True
Singapore,Sheep,True
Singapore,Silk,False
Singapore,Sisal,False
Singapore,"Soft-Fibres, Other",False
Singapore,Sorghum and products,False
Singapore,Soyabean Cake,False
Singapore,Soyabean Oil,True
Singapore,Soyabeans,False
Singapore,"Spices, Other",False
Singapore,Sugar (Raw Equivalent),False
Singapore,Sugar beet,False
Singapore,Sugar cane,False
Singapore,Sugar non-centrifugal,False
Singapore,Sunflower seed,False
Singapore,Sunflowerseed Cake,False
Singapore,Sunflowerseed Oil,False
Singapore,Sweet potatoes,False
Singapore,"Sweeteners, Other",False
Singapore,Tea (including mate),False
Singapore,Tobacco,False
Singapore,Tomatoes and products,True
Singapore,"Vegetables, Other",True
Singapore,Wheat and products,False
Singapore,Wine,False
Singapore,Wool (Clean Eq.),False
Singapore,Yams,False
Slovakia,Abaca,False
Slovakia,"Alcohol, Non-Food",True
Slovakia,Apples and products,True
Slovakia,Asses,False
Slovakia,Bananas,False
Slovakia,Barley and products,True
Slovakia,Beans,True
Slovakia,Beer,True
Slovakia,"Beverages, Alcoholic",True
Slovakia,"Beverages, Fermented",True
Slovakia,Bovine Meat,True
Slovakia,Buffaloes,False
Slovakia,"Butter, Ghee",True
Slovakia,"Camelids, other",True
Slovakia,Camels,False
Slovakia,Cassava and products,False
Slovakia,Cattle,True
Slovakia,"Cereals, Other",True
Slovakia,"Citrus, Other",False
Slovakia,Cloves,False
Slovakia,Cocoa Beans and products,False
Slovakia,Coconut Oil,False
Slovakia,Coconuts - Incl Copra,False
Slovakia,Coffee and products,False
Slovakia,Copra Cake,False
Slovakia,Cotton lint,False
Slovakia,Cottonseed,False
Slovakia,Cottonseed Cake,False
Slovakia,Cottonseed Oil,False
Slovakia,Dates,False
Slovakia,Eggs,True
Slovakia,"Fats, Animals, Raw",True
Slovakia,"Fish, Seafood",True
Slovakia,Fodder crops,True
Slovakia,"Fruits, Other",True
Slovakia,Goats,True
Slovakia,Grapefruit and products,False
Slovakia,Grapes and products (excl wine),True
Slovakia,Grazing,True
Slovakia,Groundnut Cake,True
Slovakia,Groundnut Oil,True
Slovakia,Groundnuts,False
Slovakia,"Hard Fibres, Other",False
Slovakia,Hides and skins,True
Slovakia,Honey,True
Slovakia,Hops,True
Slovakia,Horses,True
Slovakia,Jute,False
Slovakia,Jute-Like Fibres,False
Slovakia,"Lemons, Limes and products",False
Slovakia,Maize Germ Oil,True
Slovakia,Maize and products,True
Slovakia,"Meat, Other",False
Slovakia,Milk - Excluding Butter,True
Slovakia,Millet and products,True
Slovakia,Mules,False
Slovakia,Mutton & Goat Meat,True
Slovakia,Nuts and products,True
Slovakia,Oats,True
Slovakia,"Offals, Edible",True
Slovakia,"Oil, palm fruit",False
Slovakia,"Oilcrops Oil, Other",True
Slovakia,"Oilcrops, Other",True
Slovakia,"Oilseed Cakes, Other",True
Slovakia,Olive Oil,False
Slovakia,Olives (including preserved),False
Slovakia,Onions,True
Slovakia,"Oranges, Mandarines",False
Slovakia,Palm Oil,False
Slovakia,Palm kernels,False
Slovakia,Palmkernel Cake,False
Slovakia,Palmkernel Oil,False
Slovakia,Peas,True
Slovakia,Pepper,False
Slovakia,Pigmeat,True
Slovakia,Pigs,True
Slovakia,Pimento,False
Slovakia,Pineapples and products,False
Slovakia,Plantains,False
Slovakia,Potatoes and products,True
Slovakia,Poultry Birds,True
Slovakia,Poultry Meat,True
Slovakia,"Pulses, Other and products",True
Slovakia,Rabbits and hares,True
Slovakia,Rape and Mustard Cake,True
Slovakia,Rape and Mustard Oil,True
Slovakia,Rape and Mustardseed,True
Slovakia,Rice and products,False
Slovakia,Ricebran Oil,False
Slovakia,"Rodents, other",False
Slovakia,"Roots, Other",False
Slovakia,Rubber,False
Slovakia,Rye and products,True
Slovakia,Seed cotton,False
Slovakia,Sesame seed,False
Slovakia,Sesameseed Cake,False
Slovakia,Sesameseed Oil,False
Slovakia,Sheep,True
Slovakia,Silk,False
Slovakia,Sisal,False
Slovakia,"Soft-Fibres, Other",True
Slovakia,Sorghum and products,True
Slovakia,Soyabean Cake,True
Slovakia,Soyabean Oil,True
Slovakia,Soyabeans,True
Slovakia,"Spices, Other",True
Slovakia,Sugar (Raw Equivalent),True
Slovakia,Sugar beet,True
Slovakia,Sugar cane,False
Slovakia,Sugar non-centrifugal,False
Slovakia,Sunflower seed,True
Slovakia,Sunflowerseed Cake,True
Slovakia,Sunflowerseed Oil,True
Slovakia,Sweet potatoes,False
Slovakia,"Sweeteners, Other",True
Slovakia,Tea (including mate),False
Slovakia,Tobacco,False
Slovakia,Tomatoes and products,True
Slovakia,"Vegetables, Other",True
Slovakia,Wheat and products,True
Slovakia,Wine,True
Slovakia,Wool (Clean Eq.),True
Slovakia,Yams,False
Slovenia,Abaca,False
Slovenia,"Alcohol, Non-Food",False
Slovenia,Apples and products,True
Slovenia,Asses,True
Slovenia,Bananas,False
Slovenia,Barley and products,True
Slovenia,Beans,True
Slovenia,Beer,True
Slovenia,"Beverages, Alcoholic",False
Slovenia,"Beverages, Fermented",True
Slovenia,Bovine Meat,True
Slovenia,Buffaloes,False
Slovenia,"Butter, Ghee",True
Slovenia,"Camelids, other",False
Slovenia,Camels,True
Slovenia,Cassava and products,False
Slovenia,Cattle,True
Slovenia,"Cereals, Other",True
Slovenia,"Citrus, Other",False
Slovenia,Cloves,False
Slovenia,Cocoa Beans and products,False
Slovenia,Coconut Oil,False
Slovenia,Coconuts - Incl Copra,False
Slovenia,Coffee and products,False
Slovenia,Copra Cake,False
Slovenia,Cotton lint,False
Slovenia,Cottonseed,False
Slovenia,Cottonseed Cake,False
Slovenia,Cottonseed Oil,False
Slovenia,Dates,False
Slovenia,Eggs,True
Slovenia,"Fats, Animals, Raw",True
Slovenia,"Fish, Seafood",True
Slovenia,Fodder crops,True
Slovenia,"Fruits, Other",True
Slovenia,Goats,True
Slovenia,Grapefruit and products,False
Slovenia,Grapes and products (excl wine),True
Slovenia,Grazing,True
Slovenia,Groundnut Cake,False
Slovenia,Groundnut Oil,False
Slovenia,Groundnuts,False
Slovenia,"Hard Fibres, Other",False
Slovenia,Hides and skins,True
Slovenia,Honey,True
Slovenia,Hops,True
Slovenia,Horses,True
Slovenia,Jute,False
Slovenia,Jute-Like Fibres,False
Slovenia,"Lemons, Limes and products",False
Slovenia,Maize Germ Oil,True
Slovenia,Maize and products,True
Slovenia,"Meat, Other",False
Slovenia,Milk - Excluding Butter,True
Slovenia,Millet and products,True
Slovenia,Mules,True
Slovenia,Mutton & Goat Meat,True
Slovenia,Nuts and products,True
Slovenia,Oats,True
Slovenia,"Offals, Edible",True
Slovenia,"Oil, palm fruit",False
Slovenia,"Oilcrops Oil, Other",False
Slovenia,"Oilcrops, Other",True
Slovenia,"Oilseed Cakes, Other",False
Slovenia,Olive Oil,True
Slovenia,Olives (including preserved),True
Slovenia,Onions,True
Slovenia,"Oranges, Mandarines",False
Slovenia,Palm Oil,False
Slovenia,Palm kernels,False
Slovenia,Palmkernel Cake,False
Slovenia,Palmkernel Oil,False
Slovenia,Peas,True
Slovenia,Pepper,False
Slovenia,Pigmeat,True
Slovenia,Pigs,True
Slovenia,Pimento,True
Slovenia,Pineapples and products,False
Slovenia,Plantains,False
Slovenia,Potatoes and products,True
Slovenia,Poultry Birds,True
Slovenia,Poultry Meat,True
Slovenia,"Pulses, Other and products",True
Slovenia,Rabbits and hares,False
Slovenia,Rape and Mustard Cake,True
Slovenia,Rape and Mustard Oil,True
Slovenia,Rape and Mustardseed,True
Slovenia,Rice and products,False
Slovenia,Ricebran Oil,False
Slovenia,"Rodents, other",False
Slovenia,"Roots, Other",True
Slovenia,Rubber,False
Slovenia,Rye and products,True
Slovenia,Seed cotton,False
Slovenia,Sesame seed,False
Slovenia,Sesameseed Cake,True
Slovenia,Sesameseed Oil,True
Slovenia,Sheep,True
Slovenia,Silk,False
Slovenia,Sisal,False
Slovenia,"Soft-Fibres, Other",False
Slovenia,Sorghum and products,True
Slovenia,Soyabean Cake,False
Slovenia,Soyabean Oil,False
Slovenia,Soyabeans,True
Slovenia,"Spices, Other",False
Slovenia,Sugar (Raw Equivalent),False
Slovenia,Sugar beet,True
Slovenia,Sugar cane,False
Slovenia,Sugar non-centrifugal,False
Slovenia,Sunflower seed,True
Slovenia,Sunflowerseed Cake,False
Slovenia,Sunflowerseed Oil,False
Slovenia,Sweet potatoes,False
Slovenia,"Sweeteners, Other",True
Slovenia,Tea (including mate),False
Slovenia,Tobacco,False
Slovenia,Tomatoes and products,True
Slovenia,"Vegetables, Other",True
Slovenia,Wheat and products,True
Slovenia,Wine,True
Slovenia,Wool (Clean Eq.),True
Slovenia,Yams,False
Solomon Islands,Abaca,False
Solomon Islands,"Alcohol, Non-Food",False
Solomon Islands,Apples and products,False
Solomon Islands,Asses,False
Solomon Islands,Bananas,True
Solomon Islands,Barley and products,False
Solomon Islands,Beans,False
Solomon Islands,Beer,True
